,k<>ant-1.7,m<>ant-1.7,r<>ant-1.7,k<>ant-1.6,m<>ant-1.6,r<>ant-1.6,k<>ant-1.5,m<>ant-1.5,r<>ant-1.5,k<>camel-1.6,m<>camel-1.6,r<>camel-1.6,k<>camel-1.4,m<>camel-1.4,r<>camel-1.4,k<>camel-1.2,m<>camel-1.2,r<>camel-1.2,k<>ivy-2.0,m<>ivy-2.0,r<>ivy-2.0,k<>jedit-4.2,m<>jedit-4.2,r<>jedit-4.2,k<>jedit-4.1,m<>jedit-4.1,r<>jedit-4.1,k<>jedit-4.0,m<>jedit-4.0,r<>jedit-4.0,k<>synapse-1.1,m<>synapse-1.1,r<>synapse-1.1,k<>synapse-1.2,m<>synapse-1.2,r<>synapse-1.2,k<>xalan-2.5,m<>xalan-2.5,r<>xalan-2.5,k<>xalan-2.6,m<>xalan-2.6,r<>xalan-2.6,k<>xerces-1.3,m<>xerces-1.3,r<>xerces-1.3
CBS_D,14,6,1.300713461,17,5,1.58019802,10,4,2.547814154,20,6,1.845581018,17,4,0.918286769,10,4,3.15888985,12,5,4.236117136,18,3,3.108602739,13,4,1.419765573,3,4,1.415338254,12,6,0.391604245,19,6,0.805423486,13,6,4.43248134,9,5,2.23211489,13,6,1.411414746
CBS_D,10,5,2.432126224,14,6,0.286972708,5,2,1.806040201,11,5,1.939615981,15,6,4.960126331,9,4,1.061927185,14,4,2.191248524,2,6,4.000063306,4,5,3.386456151,9,2,3.000579998,15,3,2.219030322,11,6,3.984765673,12,6,4.954449776,11,6,1.388127979,10,6,1.674196395
CBS_D,18,5,2.615788189,13,5,2.902129771,11,5,1.292408531,10,6,3.639939668,1,5,2.398651173,6,6,4.259248616,14,6,4.979632967,13,5,1.618338179,15,6,3.406702481,19,3,4.516387412,20,1,3.830323833,13,5,1.491977651,12,3,1.822431884,16,6,1.524855553,2,5,2.541881955
CBS_D,16,6,4.647903109,17,6,1.264546721,13,3,2.473780859,2,6,2.690881327,3,4,1.462804629,7,5,2.901949256,9,6,1.581553635,5,5,3.882956793,2,5,2.241868978,13,4,4.943865848,10,1,4.208017834,10,4,3.005431854,5,4,4.116279786,4,6,0.130401862,12,5,1.660965234
CBS_D,15,6,4.80485023,2,6,0.265570426,13,5,3.016109609,1,3,4.015875013,8,6,2.490321198,11,6,4.002883319,16,4,4.006155451,14,6,1.938091582,4,6,4.919221297,19,4,3.963412615,11,2,0.484139445,2,4,4.197287964,14,3,1.645025359,10,4,4.084305549,13,6,2.819408406
CBS_D,15,6,4.939239834,18,4,4.472210254,6,2,3.427584782,2,4,4.593122474,18,6,2.473475097,4,6,1.630705139,18,6,4.874738518,7,3,2.650473262,3,5,1.43457553,14,4,4.004821854,12,2,1.436071522,3,3,1.736520552,5,5,0.739229837,1,3,4.600788477,10,5,3.746257303
CBS_D,8,6,0.813900658,2,5,1.796787975,4,2,0.708623442,5,5,3.901437608,19,4,4.902922728,17,6,2.904658524,5,6,4.622485595,19,6,3.94004326,5,3,0.491736412,2,3,4.1173031,2,3,1.762419368,13,3,0.724326821,18,6,4.073354314,3,0,1.889159047,5,5,3.619419297
CBS_D,13,6,3.281008973,10,3,0.143918773,8,4,4.798215878,19,6,4.217112226,16,5,0.777802766,19,6,0.548359687,7,6,1.341357763,11,5,3.586574374,16,5,0.480659799,12,5,0.764189337,2,3,4.744692634,14,6,1.978761692,8,4,3.843147616,16,4,1.262223905,15,5,1.563316153
CBS_D,14,6,2.119898033,11,3,1.584766513,15,6,2.512019669,13,6,0.624036845,16,6,4.633848868,13,6,1.610625293,18,5,2.302046453,13,5,1.06900701,12,4,1.120565222,20,4,0.791257779,5,4,1.412792047,7,5,1.81017652,17,1,0.171246118,10,6,0.634130385,11,4,1.954391388
CBS_D,5,6,1.886684811,10,4,2.762433044,8,5,0.653123015,11,4,2.048362672,14,5,3.022915126,8,6,0.375679464,12,4,3.577615631,16,5,0.838593996,13,5,2.437901106,18,4,2.358911364,6,6,1.868428858,15,5,2.754349844,17,5,3.824321727,19,3,3.311935701,6,5,2.970592368
CBS_D,11,6,0.334072248,17,5,0.799871089,20,2,2.596031863,11,6,4.857890998,6,6,4.459013879,5,6,0.17123845,13,6,2.492640778,6,6,4.893966389,1,6,3.509803021,19,3,4.507002192,1,6,4.597471641,15,3,0.825755379,16,6,3.671820073,11,6,3.714901367,2,5,0.593693769
CBS_D,20,6,3.386246796,20,6,1.738847829,9,2,1.559516806,4,6,4.823523252,12,5,1.986836937,10,4,3.518094408,5,6,0.577872722,15,6,2.38418749,6,6,2.730074837,16,6,1.933913052,13,4,2.875281137,7,5,1.979790572,17,5,2.101564888,20,2,2.252936531,15,5,3.769955228
CBS_A,19,3,2.446159166,19,4,1.226622456,11,2,3.097023293,10,6,3.61208742,13,5,0.218875717,14,3,1.785905732,7,2,2.46279112,19,5,0.966360773,17,6,0.363011299,7,4,3.358899642,13,3,0.432548887,8,3,2.65111767,3,3,0.243159345,18,6,2.028959265,16,6,2.522337632
CBS_A,20,3,0.608056693,17,4,4.51105228,18,2,0.947206133,15,6,2.284729364,3,4,2.068713201,16,1,1.558970786,1,5,3.065092171,12,5,4.684219545,14,2,3.611637031,7,5,4.075146657,9,5,1.516288058,14,3,3.704682302,20,5,2.243820988,14,2,3.403369518,7,4,3.903830824
CBS_A,15,4,4.42214195,20,4,0.856088779,16,3,1.708753371,20,4,0.618690145,13,4,3.908337626,2,3,3.554914113,6,4,3.150398435,13,5,4.371050092,16,5,4.061823376,7,2,4.681082514,16,0,1.860884277,13,6,3.981923297,9,1,4.63725741,3,4,2.997542925,20,6,0.657108688
CBS_A,12,6,1.979408338,14,5,2.128986624,9,3,4.310696924,7,5,3.289413954,12,5,1.24309922,3,4,1.301218314,20,4,3.705228579,20,4,4.060279775,9,1,0.864158542,20,6,1.29730697,13,6,1.915586424,8,6,4.096041155,10,1,1.897170388,6,3,2.84506927,12,4,4.051404008
CBS_A,6,3,1.543754712,8,4,4.270658563,17,1,0.668596623,5,4,3.248654067,14,4,4.924110553,20,5,3.519622047,15,5,0.425570401,1,4,4.530891427,12,4,3.159952182,7,2,4.080976603,7,1,3.74406468,11,1,3.65667522,19,6,4.351230033,9,3,3.182274642,15,2,0.284329221
CBS_A,16,5,1.57142433,8,4,1.880474547,12,6,0.958258884,17,6,1.229284655,16,5,3.373012063,17,6,2.508261093,12,2,0.556154978,11,2,1.212721296,11,3,0.671128527,16,4,1.657242534,15,4,2.996809388,6,4,3.908887534,9,3,0.318662291,15,0,2.891631589,4,5,3.942707443
CBS_A,9,3,3.65172116,20,6,1.152271423,12,3,2.912841833,12,5,0.332067698,2,4,1.975940657,12,4,3.757012236,20,4,1.914045226,18,3,4.168603316,11,5,4.284506396,13,5,3.419579401,4,2,3.90343888,8,1,1.84965096,20,3,1.747835358,9,5,3.711553669,8,3,1.501189765
CBS_A,14,3,3.222922845,7,4,0.942430703,5,4,1.969596001,8,5,4.41160047,8,6,1.018323301,11,0,0.798999734,19,5,2.807791351,5,4,1.406114248,8,2,1.316508966,4,3,3.945869687,10,1,3.438343272,8,5,1.145618259,8,3,1.415647546,13,2,4.301495919,17,5,0.373021506
CBS_A,13,4,0.864852103,3,5,4.910048835,9,5,2.417443061,16,6,3.366982083,8,6,4.910231379,7,4,1.070809067,3,3,4.771647051,6,3,3.768974195,12,4,4.990196637,5,1,0.985370781,14,4,4.275881683,7,4,1.439900462,5,3,4.212590261,1,1,2.024498818,13,5,2.111371301
CBS_A,11,3,2.937241168,7,5,3.616404698,20,2,1.867413195,10,4,3.469280958,5,6,3.77604798,14,4,2.775559782,9,4,2.324044537,15,3,0.446259341,3,5,3.964561449,5,2,4.797998783,10,2,2.128278147,9,1,0.303624573,12,1,0.581070437,6,2,3.42545726,5,4,4.306846532
CBS_A,4,6,0.862413436,16,6,2.834289151,6,3,4.261125406,10,4,0.834209753,13,3,2.351090745,7,3,0.975828643,5,5,0.330835504,14,4,3.139751115,12,6,1.025143171,13,2,3.675471083,5,3,4.313229472,20,3,1.467547733,5,5,0.556472131,4,2,2.945796259,9,4,0.592513514
CBS_A,16,5,4.956020169,9,4,2.680660954,14,3,1.007316004,11,5,4.194250025,11,5,1.083039948,5,4,4.128403109,5,4,2.153760189,4,4,0.821064283,3,2,3.759672364,10,1,3.388267624,10,2,3.774745885,2,4,0.173268015,8,4,1.611883976,7,0,2.35533896,17,6,1.574213269
CBS_A,6,3,2.104283101,7,3,2.747501566,14,3,2.059476266,18,3,1.099823093,6,3,4.921329108,20,3,0.656666648,6,3,1.617439057,10,3,4.543058855,8,4,4.498119978,14,2,2.532282308,7,0,4.484125801,16,5,3.889419987,19,1,3.208047449,13,2,3.028132194,14,4,3.950777026
CBS_A,12,4,2.633467137,12,3,2.839111721,10,5,2.879269737,13,6,1.774630012,19,5,0.104067909,17,4,4.967110008,5,4,1.261337943,4,1,1.112444087,9,2,4.184479618,7,2,1.714682103,2,5,2.076733345,10,5,4.103494378,14,5,0.436619315,5,0,0.785087379,17,4,3.250106773
CBS_A,14,4,1.21152648,8,6,4.985559937,4,2,4.166370517,5,2,4.151638074,10,5,0.908074571,2,5,2.658285709,16,5,3.001500712,15,6,1.587817265,14,0,2.723841132,19,2,2.406895828,12,0,2.104412634,14,5,0.445709823,20,6,4.273093561,4,5,1.082435559,3,5,1.064301704
CBS_A,3,3,2.437371332,19,4,3.940454302,11,2,1.427670631,13,4,0.200461376,8,4,3.721259196,18,5,4.684418822,10,5,1.176260513,7,4,0.129373653,17,4,1.344101279,5,6,4.80632625,4,1,1.317790716,4,3,1.839074139,6,6,2.390713259,9,4,1.182856115,2,5,1.30632013
CBS_A,15,3,2.807598491,14,3,1.6322375,10,2,0.185177633,12,3,3.540259682,4,5,1.250980791,11,5,4.571305208,6,2,0.597283514,11,3,4.418250141,2,3,4.487174448,6,4,4.417559516,1,0,1.601190264,16,2,1.149751192,16,3,1.695459662,15,4,1.350741311,10,3,1.202250735
CBS_A,11,4,0.911302943,19,3,3.627026482,13,5,0.814738032,18,5,4.807984264,16,5,3.680500465,2,4,1.859484468,16,5,3.330528416,6,5,2.405697214,4,0,4.235140353,18,4,0.619000069,13,4,3.758714156,1,6,3.295745685,8,5,1.636488692,2,1,4.095838507,9,6,3.767545729
CBS_A,1,2,2.063395866,12,3,1.791053464,9,3,0.550483279,14,5,2.430587251,14,5,3.050498775,19,3,3.135392061,12,4,0.285325472,12,5,0.181252145,20,4,3.146084272,4,0,4.026910255,16,2,1.418720465,10,5,0.711570679,11,4,0.822224971,12,1,4.8759568,14,6,3.426783522
CBS_A,18,5,4.569508636,14,6,2.416968499,19,1,3.488254653,12,4,4.996802857,7,3,1.413718622,20,0,3.736932152,4,5,0.589533703,18,5,0.446927321,18,1,0.361672702,10,5,3.705229393,7,2,1.66582857,10,4,0.462720912,14,4,1.691304338,10,0,4.407033448,17,3,4.124998757
CBS_A,9,3,2.920558357,11,1,1.843182255,9,4,2.402256817,19,5,4.389668499,12,5,4.513608202,11,0,4.19161671,14,4,2.260418805,20,6,0.64880535,15,0,4.711965972,2,4,2.695634426,4,1,2.284432506,13,2,0.912668601,6,6,4.108972659,13,6,1.020280017,8,3,4.072218913
CBS_A,4,5,0.303540637,3,6,2.348353124,2,4,2.044160616,11,6,3.694137593,14,6,0.869131391,13,5,3.063162649,18,5,2.946649367,11,4,4.652902136,20,5,3.383189701,12,3,3.837320893,4,3,0.178499892,19,6,1.348760473,18,3,1.505271458,13,3,2.71083374,13,6,4.32223595
CBS_A,14,3,2.187464708,19,6,0.280155981,19,5,0.510716774,8,4,3.637535241,10,4,4.469200206,6,6,4.996709856,11,1,1.108367905,16,6,2.889034361,4,4,1.73296153,13,3,0.149987691,7,2,1.160925137,14,2,1.568217698,18,5,2.98121165,8,1,0.258025721,2,4,2.248462058
CBS_A,10,2,2.246544097,19,6,2.402432339,14,3,0.786172396,12,4,0.844500756,10,5,3.813814948,20,5,4.845268257,15,5,4.091041327,8,3,3.710830924,3,6,4.848300153,8,2,1.443486248,6,5,4.340580972,8,2,1.225869749,8,2,4.977251602,10,1,2.738072439,3,6,2.051696392
CBS_A,19,5,3.388268159,16,4,2.649238387,6,2,3.676744285,10,6,2.165236816,16,4,1.810996649,8,1,1.035722074,16,5,4.973398721,19,4,4.511448231,17,0,1.332382738,20,3,4.517009933,18,0,4.790112605,13,4,4.443929825,13,5,3.510094088,15,3,1.224394912,6,2,4.426390567
